Started,Panel Temp(°C),Floor Temp(°C),Wind Speed(m/s),Irradience(W/m2),Ambient Temp(°C),Ambient Hum(%),North LDR(kΩ),East LDR(kΩ),South LDR(kΩ),West LDR(kΩ),Dust(µg/m3),Voc(V),Isc(A),IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12,IV13,IV14,IV15,IV16,IV17,IV18,IV19,IV20,Ended
08:59:55,34.37,24.35,0.0,190.0,25.2,99.9,0.196,0.196,4.187,0.196,126.885,10.098,0.174,19.738:0.000,19.732:0.000,19.728:0.000,19.732:0.003,19.516:0.046,18.261:0.209,0.377:0.331,0.347:0.334,0.344:0.337,0.372:0.365,0.481:0.474,0.730:0.718,0.764:0.752,0.733:0.722,0.708:0.699,0.708:0.699,0.718:0.709,0.640:0.632,0.667:0.659,0.676:0.668,09:01:00
09:03:03,41.11,26.59,0.0,200.0,25.2,99.9,0.196,0.196,4.595,0.196,125.25,10.492,0.5,20.525:0.000,20.522:0.000,20.515:0.000,20.487:0.003,20.365:0.047,19.906:0.214,18.955:0.494,16.367:0.834,1.048:0.970,0.999:0.965,0.985:0.962,0.994:0.975,1.019:1.001,1.024:1.007,1.033:1.017,1.007:0.992,1.010:0.995,1.010:0.996,0.933:0.919,0.795:0.785,09:04:09
09:06:11,39.83,26.11,0.0,200.0,25.6,99.9,0.196,0.196,7.287,0.196,125.242,9.789,0.149,19.185:0.000,19.184:0.000,19.182:0.000,19.161:0.004,18.874:0.053,17.038:0.223,0.317:0.290,0.301:0.290,0.297:0.290,0.295:0.290,0.295:0.291,0.295:0.291,0.295:0.291,0.295:0.291,0.295:0.291,0.295:0.291,0.294:0.291,0.294:0.291,0.293:0.290,0.292:0.289,09:07:16
09:09:18,39.57,26.53,0.0,200.0,25.7,99.9,0.196,0.196,4.8,0.196,113.529,10.075,0.243,19.771:0.000,19.700:0.000,19.674:0.000,19.589:0.004,19.370:0.050,18.327:0.218,0.526:0.408,0.413:0.394,0.406:0.396,0.409:0.401,0.410:0.404,0.407:0.401,0.426:0.420,0.516:0.509,0.834:0.824,0.807:0.794,0.438:0.432,0.474:0.468,0.444:0.439,0.476:0.471,09:10:24
09:12:26,40.11,25.87,0.0,200.0,25.7,99.9,0.196,0.196,10.267,0.196,107.652,10.432,0.498,20.515:0.000,20.511:0.000,20.508:0.000,20.448:0.004,20.168:0.050,19.436:0.220,14.285:0.487,0.565:0.533,0.499:0.485,0.388:0.380,0.326:0.321,0.316:0.312,0.292:0.289,0.283:0.279,0.276:0.272,0.271:0.268,0.268:0.265,0.266:0.264,0.266:0.264,0.268:0.265,09:13:31
09:15:33,42.81,27.69,0.0,190.0,26.0,99.9,0.196,0.196,8.554,0.196,95.027,10.395,0.535,20.447:0.000,20.431:0.000,20.419:0.000,20.404:0.004,20.273:0.051,19.784:0.223,18.810:0.506,16.570:0.849,1.145:1.033,0.976:0.944,0.968:0.947,1.013:0.994,1.033:1.015,1.031:1.014,1.021:1.005,1.030:1.015,1.046:1.031,1.059:1.044,1.072:1.057,1.088:1.073,09:16:39
09:18:41,43.91,27.17,0.0,200.0,26.1,99.9,0.196,0.196,5.416,0.196,90.154,9.766,0.192,19.199:0.000,19.189:0.000,19.178:0.000,19.149:0.005,18.887:0.057,17.612:0.232,0.416:0.365,0.379:0.364,0.370:0.362,0.367:0.361,0.366:0.360,0.364:0.359,0.363:0.358,0.362:0.358,0.362:0.357,0.361:0.356,0.361:0.356,0.362:0.357,0.364:0.360,0.365:0.361,09:19:46
09:21:48,40.75,28.37,0.0,200.0,26.2,99.9,0.196,0.196,5.622,0.196,74.773,9.879,0.2,19.442:0.000,19.457:0.000,19.475:0.000,19.479:0.004,19.295:0.053,18.385:0.225,14.248:0.489,14.769:0.826,0.933:0.883,0.857:0.833,0.830:0.813,0.794:0.780,0.782:0.768,0.784:0.772,0.543:0.534,0.462:0.456,0.395:0.389,0.380:0.375,0.370:0.366,0.364:0.359,09:22:54
09:24:56,38.01,28.39,0.0,200.0,26.2,99.9,0.196,0.196,5.622,0.196,61.459,9.844,0.172,19.399:0.000,19.406:0.000,19.409:0.000,19.393:0.005,19.138:0.056,17.801:0.230,0.396:0.351,0.366:0.352,0.362:0.354,0.362:0.355,0.362:0.356,0.362:0.357,0.363:0.358,0.364:0.359,0.365:0.360,0.366:0.361,0.366:0.362,0.367:0.363,0.368:0.364,0.370:0.365,09:26:01
09:28:04,38.59,28.63,0.0,200.0,26.2,99.9,0.196,0.196,5.829,0.196,51.63,10.016,0.219,19.739:0.000,19.747:0.000,19.758:0.000,19.776:0.004,19.602:0.053,18.832:0.225,4.897:0.465,0.464:0.441,0.448:0.436,0.461:0.453,0.453:0.446,0.436:0.430,0.426:0.420,0.417:0.411,0.411:0.406,0.407:0.401,0.402:0.397,0.398:0.394,0.395:0.390,0.392:0.387,09:29:09
09:31:11,37.91,28.69,0.0,200.0,26.3,99.9,0.196,0.196,6.036,0.196,35.236,9.954,0.193,19.632:0.000,19.639:0.000,19.648:0.000,19.640:0.004,19.434:0.052,18.407:0.223,0.509:0.406,0.431:0.411,0.427:0.417,0.430:0.421,0.434:0.427,0.441:0.435,0.440:0.434,0.444:0.438,0.431:0.425,0.422:0.416,0.416:0.411,0.413:0.408,0.411:0.406,0.412:0.407,09:32:16
09:34:19,39.21,28.99,0.0,200.0,26.4,99.9,0.196,0.196,8.767,0.196,69.319,10.065,0.251,19.843:0.000,19.827:0.000,19.790:0.000,19.730:0.004,19.520:0.051,18.632:0.222,3.492:0.454,0.477:0.452,0.463:0.451,0.463:0.454,0.462:0.454,0.459:0.452,0.458:0.452,0.457:0.450,0.452:0.446,0.453:0.448,0.459:0.454,0.460:0.455,0.432:0.427,0.413:0.407,09:35:25
