Started,Panel Temp(°C),Floor Temp(°C),Wind Speed(m/s),Irradience(W/m2),Ambient Temp(°C),Ambient Hum(%),North LDR(kΩ),East LDR(kΩ),South LDR(kΩ),West LDR(kΩ),Dust(µg/m3),Voc(V),Isc(A),IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12,IV13,IV14,IV15,IV16,IV17,IV18,IV19,IV20,Ended
15:46:36,24.59,26.09,0.0,190.0,ERR,ERR,79.4,122.013,124.564,71.618,-0.1,0.293,0.0,0.076:0.000,0.037:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:47:41
15:48:43,24.59,26.03,0.0,200.0,ERR,ERR,79.781,120.0,122.52,70.542,-0.1,0.297,0.0,0.080:0.000,0.038:0.000,0.002:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:49:48
15:50:52,24.59,25.97,0.0,200.0,ERR,ERR,80.548,123.539,128.205,72.34,-0.1,0.303,0.0,0.076:0.000,0.037:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:51:57
15:52:58,24.59,25.99,0.0,200.0,ERR,ERR,84.05,126.635,131.929,72.703,-0.1,0.291,0.0,0.079:0.000,0.035:0.000,0.002:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:54:04
15:55:05,24.57,25.97,0.0,200.0,ERR,ERR,82.094,124.564,130.323,71.979,-0.1,0.291,0.0,0.076:0.000,0.038:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:56:10
15:57:14,24.47,25.93,0.0,190.0,ERR,ERR,79.019,120.501,123.539,70.899,-0.1,0.307,0.0,0.077:0.000,0.038:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,15:58:19
15:59:20,24.57,25.97,0.0,200.0,ERR,ERR,79.781,123.028,127.68,71.618,-0.1,0.293,0.0,0.077:0.000,0.037:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,16:00:26
16:01:27,24.53,25.93,0.0,190.0,ERR,ERR,81.319,122.52,128.205,71.618,-0.1,0.295,0.0,0.080:0.000,0.037:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,16:02:32
16:03:33,24.51,25.93,0.0,200.0,ERR,ERR,84.84,127.157,131.929,72.703,-0.1,0.287,0.0,0.078:0.000,0.036:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,16:04:39
16:05:43,24.41,25.81,0.0,200.0,ERR,ERR,86.835,131.929,137.954,74.899,-0.1,0.278,0.0,0.076:0.000,0.034:0.000,0.002:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,16:06:48
