Started,Panel Temp(°C),Floor Temp(°C),Wind Speed(m/s),Irradience(W/m2),Ambient Temp(°C),Ambient Hum(%),North LDR(kΩ),East LDR(kΩ),South LDR(kΩ),West LDR(kΩ),Dust(µg/m3),Voc(V),Isc(A),IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12,IV13,IV14,IV15,IV16,IV17,IV18,IV19,IV20,Ended
16:04:45,33.05,33.05,0.0,190.0,33.0,68.9,0.196,0.196,  INF,0.196,242.524,9.401,0.055,18.538:0.000,18.539:0.000,18.537:0.000,18.473:0.005,17.480:0.058,0.131:0.110,0.115:0.110,0.113:0.110,0.112:0.110,0.112:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,0.111:0.110,16:05:51
16:07:54,33.11,32.95,0.0,200.0,32.5,70.2,0.196,0.196,  INF,0.196,243.984,9.432,0.056,18.587:0.000,18.585:0.000,18.578:0.000,18.513:0.005,17.558:0.058,0.133:0.112,0.117:0.112,0.114:0.111,0.113:0.111,0.112:0.111,0.112:0.111,0.111:0.111,0.111:0.110,0.111:0.110,0.110:0.110,0.110:0.109,0.110:0.109,0.110:0.109,0.110:0.108,0.109:0.108,16:08:59
16:11:02,32.97,32.75,0.0,190.0,32.4,70.6,0.196,0.196,  INF,0.196,245.487,9.343,0.048,18.385:0.000,18.385:0.000,18.381:0.000,18.308:0.005,17.063:0.057,0.110:0.095,0.099:0.095,0.097:0.095,0.096:0.094,0.096:0.094,0.095:0.094,0.095:0.094,0.095:0.094,0.095:0.094,0.094:0.094,0.094:0.094,0.094:0.094,0.094:0.094,0.094:0.093,0.094:0.093,16:12:07
16:14:10,32.75,32.67,0.0,190.0,32.3,71.6,0.196,0.196,  INF,0.196,245.213,9.302,0.043,18.277:0.000,18.276:0.000,18.269:0.000,18.187:0.005,16.686:0.056,0.099:0.085,0.089:0.085,0.086:0.085,0.086:0.085,0.085:0.085,0.085:0.084,0.084:0.084,0.084:0.084,0.084:0.084,0.084:0.084,0.084:0.083,0.084:0.083,0.084:0.083,0.084:0.083,0.084:0.083,16:15:16
16:17:19,32.35,32.19,0.0,190.0,32.2,72.3,0.196,0.196,  INF,0.196,246.583,9.269,0.041,18.244:0.000,18.243:0.000,18.238:0.000,18.153:0.005,16.521:0.056,0.094:0.082,0.085:0.082,0.083:0.082,0.083:0.082,0.082:0.082,0.082:0.081,0.082:0.081,0.082:0.081,0.081:0.081,0.082:0.081,0.082:0.081,0.081:0.081,0.081:0.081,0.082:0.081,0.081:0.081,16:18:24
16:20:27,32.33,32.39,0.0,190.0,31.8,72.5,0.196,0.196,  INF,0.196,247.587,9.292,0.043,18.289:0.000,18.287:0.000,18.281:0.000,18.201:0.005,16.695:0.056,0.098:0.084,0.088:0.084,0.086:0.085,0.086:0.085,0.085:0.085,0.086:0.085,0.085:0.085,0.086:0.085,0.086:0.085,0.086:0.085,0.086:0.086,0.086:0.086,0.086:0.086,0.087:0.086,0.087:0.086,16:21:32
16:23:34,32.35,32.63,0.0,190.0,31.9,73.5,0.196,0.196,  INF,0.196,251.522,9.442,0.056,18.649:0.000,18.659:0.000,18.666:0.000,18.619:0.005,17.773:0.056,0.141:0.117,0.123:0.118,0.122:0.119,0.122:0.120,0.123:0.121,0.123:0.121,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,0.123:0.122,16:24:39
16:26:42,32.45,33.03,0.0,200.0,31.9,73.0,0.196,0.196,  INF,0.196,252.418,9.455,0.057,18.638:0.000,18.620:0.000,18.604:0.000,18.538:0.005,17.597:0.056,0.131:0.109,0.115:0.109,0.112:0.110,0.112:0.110,0.112:0.111,0.112:0.111,0.111:0.110,0.111:0.110,0.111:0.110,0.113:0.112,0.115:0.114,0.118:0.117,0.122:0.120,0.126:0.125,0.132:0.131,16:27:47
16:29:50,33.39,34.81,0.0,190.0,32.0,72.5,0.196,0.196,  INF,0.196,254.095,9.677,0.087,19.116:0.000,19.109:0.000,19.101:0.000,19.057:0.005,18.542:0.056,0.246:0.172,0.182:0.171,0.175:0.171,0.173:0.170,0.172:0.169,0.171:0.169,0.170:0.168,0.169:0.167,0.169:0.167,0.168:0.166,0.167:0.166,0.167:0.166,0.167:0.165,0.166:0.164,0.165:0.163,16:30:56
16:33:00,33.27,33.41,0.0,200.0,33.3,71.2,0.196,0.196,  INF,0.196,252.8,9.067,0.033,17.870:0.000,17.864:0.000,17.853:0.000,17.746:0.005,14.924:0.055,0.075:0.066,0.067:0.065,0.067:0.065,0.066:0.065,0.066:0.065,0.065:0.064,0.064:0.064,0.064:0.064,0.064:0.064,0.063:0.063,0.063:0.063,0.063:0.063,0.063:0.062,0.063:0.062,0.063:0.062,16:34:05
