Started,Panel Temp(°C),Floor Temp(°C),Wind Speed(m/s),Irradience(W/m2),Ambient Temp(°C),Ambient Hum(%),North LDR(kΩ),East LDR(kΩ),South LDR(kΩ),West LDR(kΩ),Dust(µg/m3),Voc(V),Isc(A),IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12,IV13,IV14,IV15,IV16,IV17,IV18,IV19,IV20,Ended
18:22:48,25.01,26.11,0.0,200.0,26.5,99.9,9.621,104.309,  INF,37.863,343.511,0.996,0.0,0.533:0.000,0.447:0.000,0.010:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:23:54
18:25:57,24.93,26.23,0.0,190.0,26.4,99.9,10.267,205.545,  INF,48.544,345.802,0.573,0.0,0.245:0.000,0.161:0.000,0.004:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:27:02
18:29:05,24.95,26.17,0.0,190.0,26.4,99.9,10.7,353.513,  INF,54.726,347.877,0.361,0.0,0.129:0.000,0.057:0.000,0.002:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:30:10
18:32:13,24.89,26.09,0.0,190.0,26.3,99.9,10.917,521.127,  INF,58.26,349.836,0.245,0.0,0.074:0.000,0.025:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:33:18
18:35:22,25.01,26.11,0.0,190.0,26.3,99.9,10.917,686.58,  INF,59.241,350.766,0.173,0.0,0.042:0.000,0.013:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:36:27
18:38:30,24.95,26.15,0.0,190.0,26.3,99.9,10.917,839.594,  INF,60.229,351.753,0.124,0.0,0.023:0.000,0.006:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:39:35
18:41:38,24.99,26.09,0.0,190.0,26.2,99.9,10.917,950.562,  INF,60.892,353.148,0.097,0.0,0.012:0.000,0.003:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:42:43
18:44:48,24.95,26.05,0.0,190.0,26.2,99.9,11.134,1019.048,  INF,60.56,354.601,0.085,0.0,0.007:0.000,0.002:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:45:53
18:47:56,24.87,25.97,0.0,190.0,26.2,99.9,10.917,1048.781,  INF,60.892,355.904,0.08,0.0,0.006:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:49:01
18:51:04,24.89,25.93,0.0,190.0,26.1,99.9,10.917,1072.05,  INF,60.56,356.452,0.078,0.0,0.006:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:52:09
18:54:12,24.87,25.99,0.0,200.0,26.1,99.9,10.917,1088.05,  INF,60.892,357.755,0.08,0.0,0.006:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:55:18
18:57:21,24.81,25.87,0.0,190.0,26.1,99.9,10.917,1104.459,  INF,60.229,358.303,0.078,0.0,0.006:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,18:58:26
19:00:29,24.83,25.91,0.0,190.0,26.0,99.9,10.917,1121.29,  INF,60.229,358.685,0.078,0.0,0.006:0.000,0.001:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,0.000:0.000,19:01:34
